shot_id,shot_made_flag
5829,0.0
5846,0.0
5847,0.0
5854,0.0
5858,1.0
5863,0.0
5869,0.0
5870,0.0
5876,0.0
5881,0.0
5901,0.0
5922,1.0
5928,1.0
5933,1.0
5934,1.0
5946,0.0
5951,0.0
5955,0.0
5956,1.0
5965,0.0
5972,0.0
5981,0.0
5997,0.0
6005,0.0
6009,0.0
6010,0.0
6015,0.0
6039,0.0
6047,1.0
6051,0.0
6056,0.0
6061,0.0
6064,0.0
6065,0.0
6070,0.0
6085,1.0
6086,0.0
6091,1.0
6097,0.0
6099,0.0
6104,1.0
6108,0.0
6109,0.0
6124,1.0
6142,1.0
6144,0.0
6150,0.0
6154,0.0
6155,0.0
6156,1.0
6158,0.0
6159,1.0
6169,1.0
6170,0.0
6179,0.0
6184,1.0
6186,1.0
6204,0.0
6230,0.0
6231,0.0
6232,1.0
6235,0.0
6237,1.0
6239,0.0
6263,0.0
6265,0.0
6270,0.0
6271,0.0
6278,0.0
6279,1.0
6288,0.0
6294,0.0
6295,0.0
6302,1.0
6306,0.0
6322,1.0
6324,0.0
6327,0.0
6331,0.0
6334,0.0
6338,1.0
6339,1.0
6362,0.0
6372,0.0
6375,1.0
6393,0.0
6394,1.0
6405,1.0
6406,1.0
6416,1.0
6421,0.0
6422,0.0
6440,1.0
6457,1.0
6460,1.0
6463,0.0
6474,1.0
6476,0.0
6477,0.0
6482,1.0
6488,0.0
6489,0.0
6494,0.0
6499,1.0
6507,0.0
6524,0.0
6527,0.0
6531,0.0
6536,0.0
6538,0.0
6542,1.0
6565,0.0
6584,0.0
6588,0.0
6597,0.0
6603,1.0
6609,1.0
6613,1.0
6622,0.0
6630,0.0
6637,0.0
6639,1.0
6640,0.0
6646,0.0
6647,0.0
6648,1.0
6669,0.0
6680,0.0
6681,0.0
6684,0.0
6693,0.0
6694,0.0
6704,0.0
6706,0.0
6710,0.0
6713,0.0
6718,0.0
6732,0.0
6737,0.0
6739,0.0
6742,0.0
6746,1.0
6753,0.0
6771,0.0
6784,0.0
6790,1.0
6795,0.0
6807,0.0
6808,0.0
6818,0.0
6823,0.0
6830,0.0
6831,0.0
6832,0.0
6836,0.0
6846,0.0
6850,0.0
6854,0.0
6868,1.0
6876,1.0
6877,1.0
6881,0.0
6882,0.0
6884,0.0
6886,0.0
6901,0.0
6910,0.0
6913,0.0
6914,1.0
6918,1.0
6930,0.0
6941,0.0
6944,1.0
6945,0.0
6947,0.0
6949,1.0
6952,0.0
6963,1.0
6964,1.0
6972,1.0
6979,0.0
6981,0.0
6988,1.0
6990,0.0
6998,0.0
7004,0.0
7016,0.0
7027,0.0
7042,0.0
7056,0.0
7061,0.0
7069,1.0
7071,0.0
7088,1.0
7099,0.0
7108,0.0
7121,1.0
7125,1.0
7136,1.0
7149,1.0
7150,1.0
7151,0.0
7167,0.0
7177,1.0
7178,0.0
7183,1.0
7186,0.0
7190,0.0
7201,0.0
7202,0.0
7207,0.0
7213,0.0
7224,1.0
7225,0.0
7233,0.0
7239,0.0
7246,0.0
7248,0.0
7261,0.0
7264,0.0
7266,0.0
7274,0.0
7279,0.0
7293,0.0
7315,0.0
7322,0.0
7326,1.0
7341,0.0
7363,0.0
7365,1.0
7371,0.0
7377,0.0
7393,1.0
7405,0.0
7410,0.0
7434,1.0
7438,0.0
7447,1.0
7450,1.0
7452,0.0
7453,0.0
7455,0.0
7456,0.0
7457,1.0
7466,0.0
7470,1.0
7474,0.0
7487,1.0
7488,0.0
7492,1.0
7496,0.0
7501,1.0
7505,0.0
7512,0.0
7526,1.0
7536,1.0
7538,1.0
7539,0.0
7544,1.0
7554,1.0
7564,0.0
7566,1.0
7580,1.0
7581,1.0
7584,0.0
7587,0.0
7589,0.0
7590,0.0
7594,1.0
7597,0.0
7602,1.0
7603,0.0
7605,1.0
7609,0.0
7613,0.0
7619,0.0
7625,0.0
7626,0.0
7636,0.0
7639,1.0
7641,0.0
7643,1.0
7644,0.0
7657,0.0
7661,1.0
7666,0.0
7673,0.0
7683,0.0
7685,0.0
7699,0.0
7704,1.0
7705,1.0
7708,1.0
7728,0.0
7733,0.0
7741,0.0
7743,0.0
7745,0.0
7754,1.0
7756,0.0
7757,0.0
7770,1.0
7773,1.0
7774,0.0
7776,1.0
7777,0.0
7778,0.0
7781,0.0
7784,0.0
7789,1.0
7794,0.0
7799,0.0
7801,1.0
7818,0.0
7823,0.0
7828,0.0
7832,0.0
7839,0.0
7851,1.0
7856,0.0
7868,0.0
7869,0.0
7872,0.0
7874,0.0
7878,0.0
7888,0.0
7913,0.0
7923,0.0
7925,0.0
7926,1.0
7938,0.0
7942,1.0
7945,0.0
7954,1.0
7963,0.0
7969,0.0
7970,0.0
7977,0.0
7981,0.0
7990,0.0
8020,0.0
8023,0.0
8025,0.0
8034,0.0
8039,0.0
8046,0.0
8051,0.0
8055,0.0
8060,0.0
8063,0.0
8073,1.0
8074,0.0
8076,1.0
8080,0.0
8088,0.0
8102,1.0
8103,0.0
8104,0.0
8105,0.0
8109,0.0
8115,0.0
8121,1.0
8126,0.0
8135,1.0
8153,1.0
8156,0.0
8160,1.0
8161,0.0
8162,0.0
8171,0.0
8181,0.0
8183,0.0
8185,0.0
8191,1.0
8203,0.0
8204,1.0
8207,1.0
8208,0.0
8209,1.0
8210,0.0
8225,0.0
8226,0.0
8231,1.0
8233,0.0
8244,1.0
8250,0.0
8261,0.0
8265,0.0
8278,0.0
8279,0.0
8280,0.0
8296,1.0
8299,1.0
8300,1.0
8301,0.0
8305,1.0
8327,0.0
8334,0.0
8349,0.0
8355,0.0
8361,0.0
8362,0.0
8364,0.0
8365,0.0
8375,0.0
8378,1.0
8380,0.0
8381,0.0
8387,0.0
8399,1.0
8402,1.0
8409,0.0
8433,1.0
8436,0.0
8442,0.0
8448,0.0
8464,0.0
8469,1.0
8474,1.0
8478,0.0
8482,0.0
8490,0.0
8510,0.0
8511,0.0
8527,0.0
8532,0.0
8533,0.0
8538,0.0
8541,0.0
8545,0.0
8553,0.0
8554,0.0
8555,0.0
8569,0.0
8586,1.0
8593,0.0
8600,1.0
8606,1.0
8607,0.0
8611,0.0
8613,1.0
8618,1.0
8630,0.0
8637,0.0
8650,0.0
8652,0.0
8661,0.0
8669,0.0
8673,0.0
8674,0.0
8678,1.0
8682,0.0
8688,0.0
8689,1.0
8695,0.0
8698,0.0
8703,0.0
8709,0.0
8716,0.0
8723,0.0
8737,0.0
8753,0.0
8773,0.0
8774,0.0
8778,1.0
8786,1.0
8794,0.0
8795,1.0
8800,0.0
8804,0.0
8808,0.0
8809,0.0
8817,0.0
8818,0.0
8825,0.0
8830,0.0
8833,0.0
8834,0.0
8836,0.0
8837,0.0
8844,0.0
8851,0.0
8861,1.0
8864,0.0
8865,0.0
8869,0.0
8873,1.0
8880,1.0
8884,0.0
8888,0.0
8889,0.0
8891,1.0
8893,0.0
8897,0.0
8905,0.0
8910,1.0
8918,0.0
8939,0.0
8940,0.0
8941,0.0
8944,0.0
8949,0.0
8950,0.0
8958,1.0
8967,1.0
8975,0.0
8979,0.0
8980,0.0
8991,0.0
8995,0.0
8996,0.0
8998,1.0
9000,0.0
9001,1.0
9002,0.0
9024,0.0
9026,0.0
9027,0.0
9034,0.0
9038,0.0
9050,0.0
9052,1.0
9054,0.0
9078,1.0
9097,0.0
9109,0.0
9112,1.0
9115,0.0
9125,1.0
9132,0.0
9136,0.0
9139,0.0
9140,0.0
9142,1.0
9143,0.0
9147,1.0
9159,0.0
9165,1.0
9172,0.0
9177,0.0
9179,0.0
9185,0.0
9196,1.0
9201,0.0
9209,0.0
9210,1.0
9212,0.0
9214,0.0
9240,1.0
9241,0.0
9244,0.0
9249,0.0
9250,1.0
9255,0.0
9258,1.0
9263,0.0
9266,1.0
9269,0.0
9272,0.0
9276,1.0
9290,0.0
9299,0.0
9303,0.0
9310,0.0
9311,0.0
9314,0.0
9315,1.0
9325,0.0
9328,1.0
9329,0.0
9332,1.0
9337,0.0
9353,1.0
9355,0.0
9356,0.0
9362,1.0
9364,0.0
9366,0.0
9387,1.0
9388,1.0
9396,0.0
9400,0.0
9406,0.0
9411,0.0
9416,1.0
9417,1.0
9423,1.0
9425,0.0
9426,0.0
9427,0.0
9429,1.0
9430,1.0
9434,0.0
9442,0.0
9458,0.0
9476,0.0
9481,0.0
9483,0.0
9484,0.0
9487,1.0
9488,0.0
9490,0.0
9502,1.0
9505,0.0
9509,0.0
9515,0.0
9516,0.0
9532,0.0
9539,1.0
9542,0.0
9549,0.0
9550,1.0
9553,0.0
9554,0.0
9561,0.0
9566,0.0
9571,0.0
9577,0.0
9584,0.0
9592,0.0
9596,1.0
9602,0.0
9603,0.0
9604,1.0
9608,1.0
9609,0.0
9613,0.0
9623,0.0
9630,1.0
9633,0.0
9648,0.0
9665,0.0
9668,0.0
9678,0.0
9679,0.0
9693,1.0
9718,1.0
9720,1.0
9744,0.0
9745,0.0
9746,1.0
9753,0.0
9758,0.0
9759,0.0
9763,0.0
9766,0.0
9767,0.0
9777,1.0
9781,0.0
9789,0.0
9790,0.0
9799,0.0
9802,0.0
9805,1.0
9807,0.0
9812,0.0
9818,0.0
9820,1.0
9822,0.0
9824,0.0
9834,0.0
9836,0.0
9847,0.0
9864,1.0
9869,0.0
9875,0.0
9880,0.0
9889,1.0
9894,0.0
9909,1.0
9915,0.0
9919,0.0
9920,1.0
9940,1.0
9946,1.0
9958,1.0
9959,0.0
9973,1.0
9976,0.0
9978,0.0
9982,0.0
9987,0.0
9988,0.0
9992,1.0
10000,0.0
10002,1.0
10005,0.0
10008,0.0
10009,0.0
10011,0.0
10021,0.0
10022,1.0
10053,0.0
10074,0.0
10076,0.0
10090,0.0
10092,0.0
10099,1.0
10102,1.0
10103,0.0
10106,1.0
10108,1.0
10113,1.0
10119,0.0
10122,0.0
10125,0.0
10140,0.0
10155,0.0
10159,0.0
10164,0.0
10175,0.0
10176,1.0
10178,0.0
10186,0.0
10200,0.0
10204,0.0
10206,0.0
10211,0.0
10212,0.0
10217,0.0
10220,0.0
10230,0.0
10234,0.0
10235,0.0
10239,0.0
10240,0.0
10242,0.0
10245,0.0
10246,1.0
10247,0.0
10250,0.0
10254,1.0
10257,1.0
10260,0.0
10261,1.0
10265,0.0
10273,0.0
10274,0.0
10277,0.0
10289,1.0
10290,0.0
10298,0.0
10301,0.0
10304,0.0
10305,0.0
10313,0.0
10320,0.0
10323,0.0
10328,0.0
10332,1.0
10336,1.0
10343,0.0
10348,0.0
10350,0.0
10351,0.0
10354,0.0
10372,0.0
10373,1.0
10380,0.0
10383,0.0
10396,0.0
10397,0.0
10399,1.0
10400,0.0
10401,0.0
10402,0.0
10403,0.0
10410,1.0
10412,1.0
10415,0.0
10424,0.0
10428,0.0
10432,0.0
10462,0.0
10477,0.0
10482,0.0
10484,0.0
10493,0.0
10495,0.0
10497,0.0
10516,0.0
10521,0.0
10522,1.0
10523,1.0
10528,0.0
10530,0.0
10532,1.0
10533,0.0
10543,1.0
10547,1.0
10552,0.0
10558,0.0
10571,0.0
10572,0.0
10574,0.0
10583,0.0
10600,0.0
10607,1.0
10608,1.0
10614,0.0
10630,0.0
10634,0.0
10635,0.0
10641,1.0
10643,1.0
10644,0.0
10648,1.0
10669,0.0
10675,1.0
10686,1.0
10704,0.0
10707,0.0
10722,0.0
10736,1.0
10764,0.0
10767,1.0
10776,0.0
10779,0.0
10781,0.0
10792,1.0
10797,0.0
10798,0.0
10801,1.0
10802,1.0
10805,0.0
10808,0.0
10810,1.0
10816,0.0
10817,0.0
10829,1.0
10843,0.0
10858,0.0
10866,0.0
10876,0.0
10887,0.0
10891,0.0
10896,0.0
10900,1.0
10905,0.0
10907,0.0
10917,0.0
10936,0.0
10947,0.0
10948,1.0
10951,0.0
10955,0.0
10969,0.0
10984,0.0
10987,0.0
10990,0.0
10992,0.0
10996,0.0
10997,0.0
10999,0.0
11000,1.0
11001,0.0
11010,0.0
11016,0.0
11018,1.0
11034,1.0
11039,0.0
11041,0.0
11047,0.0
11053,1.0
11055,0.0
11056,0.0
11065,0.0
11068,1.0
11070,0.0
11071,1.0
11072,0.0
11079,0.0
11091,0.0
11094,0.0
11112,0.0
11113,0.0
11128,0.0
11153,1.0
11154,0.0
11163,0.0
11179,0.0
11181,0.0
11206,0.0
11216,0.0
11221,0.0
11223,1.0
11228,1.0
11235,0.0
11237,0.0
11244,0.0
11256,0.0
11267,0.0
11272,1.0
11281,0.0
11285,0.0
11288,0.0
11291,0.0
11293,0.0
11297,0.0
11298,0.0
11299,0.0
11301,0.0
11309,1.0
11331,0.0
11332,0.0
11337,0.0
11343,1.0
11347,0.0
11348,1.0
11355,1.0
11368,0.0
11369,1.0
11371,1.0
11378,1.0
11384,0.0
11387,0.0
11393,0.0
11399,0.0
11412,1.0
11431,0.0
11432,0.0
11444,1.0
11450,1.0
11451,1.0
11476,0.0
11488,0.0
11495,1.0
11505,0.0
11508,1.0
11518,0.0
11522,0.0
11524,0.0
11533,0.0
11549,0.0
11551,1.0
11560,0.0
11563,0.0
11565,1.0
11567,0.0
11569,0.0
11598,1.0
11604,1.0
11611,0.0
11617,0.0
11626,0.0
11642,0.0
11643,0.0
11648,0.0
11651,0.0
11663,0.0
11666,0.0
11685,0.0
11686,1.0
11698,0.0
11708,0.0
11711,0.0
11718,0.0
11742,0.0
11761,1.0
11767,0.0
11768,0.0
11775,1.0
11779,0.0
11786,1.0
11790,0.0
11791,0.0
11796,0.0
11806,1.0
11810,0.0
11811,0.0
11814,1.0
11816,0.0
11820,0.0
11822,0.0
11829,1.0
11832,0.0
11834,1.0
11836,0.0
11837,0.0
11844,1.0
11847,1.0
11864,1.0
11865,1.0
11872,0.0
11873,0.0
11886,0.0
11894,0.0
11905,0.0
11906,0.0
11907,0.0
11912,0.0
11914,1.0
11918,0.0
11924,0.0
11929,1.0
11930,0.0
11936,0.0
11937,0.0
11954,0.0
11957,0.0
11964,0.0
11968,0.0
11972,0.0
11976,0.0
11979,0.0
11981,0.0
11983,0.0
11989,0.0
11991,0.0
11998,0.0
12003,0.0
12007,0.0
12011,1.0
12014,0.0
12024,0.0
12033,0.0
12034,0.0
12041,0.0
12046,0.0
12056,0.0
12064,0.0
12069,0.0
12070,0.0
12071,0.0
12072,0.0
12078,0.0
12091,1.0
12092,0.0
12094,0.0
12098,0.0
12103,0.0
12115,1.0
12118,0.0
12122,0.0
12125,1.0
12133,0.0
12137,0.0
12141,0.0
12143,0.0
12144,1.0
12154,0.0
12163,0.0
12170,1.0
12193,0.0
12196,0.0
12206,0.0
12209,0.0
12214,0.0
12228,0.0
12233,1.0
12238,0.0
12242,0.0
12245,1.0
12247,0.0
12251,0.0
12287,0.0
12292,1.0
12304,0.0
12317,1.0
12320,1.0
12323,1.0
12328,0.0
12333,1.0
12334,0.0
12335,1.0
12352,0.0
12358,0.0
12364,0.0
12376,0.0
12396,0.0
12402,1.0
12406,0.0
12408,0.0
12410,1.0
12413,1.0
12417,0.0
12424,1.0
12425,0.0
12426,0.0
12430,0.0
12432,1.0
12433,0.0
